기간	자치구	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관
기간	자치구	합계	한국은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	지방은행	특수은행	특수은행	특수은행	특수은행	기타	기타	기타	기타
기간	자치구	합계	한국은행	조흥은행	한국상업은행	제일은행	한일은행	서울은행	국민은행	한국외환은행	한국주택은행	신한은행	한국씨티은행	동화은행	동남은행	대동은행	하나은행	보람은행	평화은행	우리은행	지방은행	기업은행	농협중앙회	수협중앙회	한국산업은행	수출입은행	축협중앙회	장기신용은행	외국은행
1992	은평구	45	-	2	2	3	3	6	5	1	5	1	2	-	-	-	1	-	-	-	-	5	4	3	-	-	2	-	-
1992	서대문구	53	-	5	9	4	4	5	4	3	4	1	-	1	-	1	1	-	-	-	-	8	2	-	-	-	-	1	-
1992	마포구	72	-	7	5	6	5	11	8	7	3	3	2	1	-	-	-	-	-	-	-	5	3	3	1	-	2	-	-
1992	양천구	53	-	5	4	7	4	7	5	4	4	1	1	-	-	-	1	-	1	-	-	3	4	-	-	-	2	-	-
1992	강서구	44	-	5	3	3	4	4	4	4	4	4	-	1	1	-	-	-	-	-	-	3	1	2	-	-	1	-	-
1992	구로구	80	-	5	5	5	7	7	8	6	4	4	-	2	-	1	-	-	-	-	-	18	5	-	1	-	2	-	-
1992	영등포구	135	-	9	13	10	9	9	13	9	4	6	3	5	2	1	3	4	1	-	9	11	5	2	2	1	1	2	1
1992	동작구	52	-	4	5	3	4	9	6	3	6	3	-	1	-	1	-	-	-	-	-	3	2	2	-	-	-	-	-
1992	관악구	52	-	3	5	4	3	4	7	4	2	2	2	1	-	1	1	-	-	-	-	7	3	1	1	-	1	-	-
1992	서초구	145	-	11	10	12	11	10	13	12	7	6	5	4	2	1	4	3	1	-	4	8	7	5	2	-	1	4	2
1992	강남구	233	1	14	22	22	15	15	19	16	14	10	11	13	4	5	6	7	1	-	5	12	10	3	1	-	2	2	3
1992	송파구	115	-	5	10	11	12	10	11	8	8	6	2	3	-	-	2	1	-	-	-	8	7	5	1	-	2	2	1
1992	강동구	64	-	6	8	4	3	5	7	6	5	3	2	1	1	-	1	2	-	-	-	3	3	1	-	-	2	1	-
1993	합계	2,158	2	161	182	174	158	189	203	146	126	88	50	61	20	17	37	39	41	-	30	167	102	48	14	1	25	18	59
1993	종로구	167	-	9	13	12	13	15	14	14	8	4	2	4	2	1	2	4	2	-	4	7	6	2	1	-	1	2	25
1993	중구	233	1	20	22	13	17	19	15	12	11	15	4	6	1	1	4	6	2	-	7	14	9	3	1	-	1	2	27
1993	용산구	70	-	7	7	5	5	7	7	7	2	2	2	1	-	-	2	1	-	-	-	7	7	1	-	-	-	-	-
1993	성동구	103	-	9	7	15	8	11	12	7	5	1	2	1	2	1	2	-	1	-	-	11	4	3	-	-	1	-	-
1993	동대문구	74	-	5	7	8	4	7	11	5	5	2	2	2	-	1	-	-	1	-	-	7	3	2	2	-	-	-	-
1993	중랑구	35	-	4	4	6	4	4	4	-	2	2	-	-	-	-	-	-	-	-	-	2	1	1	-	-	1	-	-
1993	성북구	59	-	4	4	7	5	8	11	3	5	-	1	-	-	-	1	-	1	-	-	5	3	-	-	-	1	-	-
1993	도봉구	76	-	7	5	4	6	10	7	7	5	3	-	1	-	-	-	2	2	-	-	8	4	3	1	-	1	-	-
1993	노원구	61	-	5	5	3	4	5	6	2	6	4	3	1	1	-	1	-	1	-	-	7	5	-	-	-	1	1	-
1993	은평구	49	-	3	2	3	3	6	5	1	5	2	2	1	-	-	1	-	1	-	-	5	4	3	-	-	2	-	-
1993	서대문구	59	-	5	9	5	6	5	5	4	5	1	-	1	-	1	1	-	-	-	-	8	2	-	-	-	-	1	-
1993	마포구	76	-	7	6	6	5	11	8	7	3	3	2	1	-	-	-	-	1	-	-	6	4	3	1	-	2	-	-
1993	양천구	64	-	6	5	8	5	7	5	4	5	1	1	2	1	-	1	1	1	-	-	4	4	1	-	-	2	-	-
1993	강서구	53	-	6	3	4	6	4	5	4	5	4	-	1	1	-	-	-	2	-	-	4	1	2	-	-	1	-	-
1993	구로구	92	-	5	6	7	8	7	9	6	4	4	-	2	-	2	1	1	3	-	-	18	5	-	1	-	2	1	-
1993	영등포구	148	-	9	14	10	9	9	14	9	4	6	4	7	3	2	3	5	4	-	9	11	6	3	2	1	1	2	1
1993	동작구	57	-	4	6	3	4	9	6	4	6	4	-	1	-	1	-	1	1	-	-	3	2	2	-	-	-	-	-
1993	관악구	58	-	3	6	4	3	4	7	4	2	2	2	2	-	1	2	-	1	-	-	7	3	3	1	-	1	-	-
1993	서초구	164	-	13	10	12	11	10	13	14	9	7	6	6	3	1	6	5	3	-	4	9	8	5	2	-	1	4	2
1993	강남구	266	1	17	23	24	17	15	20	17	16	11	13	16	5	5	7	9	10	-	6	12	11	3	1	-	2	2	3
1993	송파구	126	-	7	10	11	12	11	11	9	8	7	2	4	-	-	2	2	2	-	-	9	7	6	1	-	2	2	1
1993	강동구	68	-	6	8	4	3	5	8	6	5	3	2	1	1	-	1	2	2	-	-	3	3	2	-	-	2	1	-
1994	합계	2,282	2	171	184	180	170	190	206	155	132	92	55	70	24	20	48	48	49	-	35	172	105	52	14	1	28	20	59
1994	종로구	176	-	10	14	13	14	15	15	14	8	4	2	4	2	1	3	4	4	-	4	7	6	2	1	-	1	2	26
1994	중구	238	1	20	22	13	19	19	15	13	11	15	4	6	1	1	6	6	2	-	7	15	9	3	1	-	1	2	26
1994	용산구	73	-	7	7	5	5	7	7	8	2	2	2	2	-	-	2	1	1	-	-	7	7	1	-	-	-	-	-
1994	성동구	110	-	11	8	16	8	11	12	7	6	1	2	1	2	1	3	1	1	-	-	11	4	3	-	-	1	-	-
1994	동대문구	76	-	5	7	8	4	7	11	5	6	2	2	2	-	1	-	1	1	-	-	7	3	2	2	-	-	-	-
1994	중랑구	41	-	4	4	6	4	4	4	1	2	2	1	2	-	1	-	-	1	-	-	2	1	1	-	-	1	-	-
1994	성북구	61	-	5	4	7	5	8	11	4	5	-	1	-	-	-	1	-	1	-	-	5	3	-	-	-	1	-	-
1994	도봉구	77	-	7	5	4	6	10	7	7	5	3	-	1	-	1	-	2	2	-	-	8	4	3	1	-	1	-	-
1994	노원구	70	-	5	5	4	5	5	7	2	7	4	3	1	2	-	1	-	2	-	-	8	6	1	-	-	1	1	-
1994	은평구	54	-	5	2	3	3	6	5	3	5	2	2	2	-	-	1	-	1	-	-	5	4	3	-	-	2	-	-
1994	서대문구	61	-	5	9	5	6	5	5	4	5	1	1	1	-	1	1	1	-	-	-	8	2	-	-	-	-	1	-
1994	마포구	78	-	7	6	6	6	11	8	7	3	3	3	1	-	-	-	-	1	-	-	6	4	3	1	-	2	-	-
1994	양천구	69	-	6	5	8	6	8	6	4	5	1	1	3	1	-	2	1	1	-	-	4	4	1	-	-	2	-	-
1994	강서구	54	-	6	3	4	6	4	5	4	5	4	-	1	1	-	-	-	2	-	-	4	1	3	-	-	1	-	-
1994	구로구	101	-	6	6	8	9	7	9	7	5	4	-	2	-	2	1	1	3	-	-	20	5	1	1	-	3	1	-
1994	영등포구	161	-	10	15	10	10	9	14	10	5	7	4	7	4	2	4	6	5	-	11	11	6	3	2	1	2	2	1
1994	동작구	63	-	4	6	3	5	9	6	4	6	5	-	2	-	2	-	1	2	-	-	3	3	2	-	-	-	-	-
1994	관악구	61	-	3	6	4	3	4	7	4	2	3	2	2	-	1	2	-	2	-	-	7	4	3	1	-	1	-	-
1994	서초구	170	-	13	10	12	11	10	13	15	9	8	8	6	3	1	8	6	3	-	3	9	8	5	2	-	1	4	2
1994	강남구	279	1	19	22	24	19	15	20	17	17	11	13	16	6	5	8	10	10	-	9	13	11	3	1	-	2	4	3
1994	송파구	134	-	7	10	12	13	11	11	9	8	7	2	5	1	-	2	4	2	-	1	9	7	6	1	-	3	2	1
1994	강동구	75	-	6	8	5	3	5	8	6	5	3	2	3	1	-	3	3	2	-	-	3	3	3	-	-	2	1	-
1995	합계	2,403	2	182	189	189	176	190	206	160	140	100	64	74	24	20	58	57	60	-	44	174	107	57	15	1	32	23	59
1995	종로구	181	-	10	14	13	14	15	15	15	8	5	2	5	2	1	3	4	5	-	4	7	6	2	1	-	1	2	27
1995	중구	240	1	21	22	13	21	17	15	13	11	14	5	7	1	1	6	6	3	-	7	15	9	3	1	-	1	2	25
1995	용산구	76	-	7	7	6	5	7	7	8	2	3	2	2	-	-	3	1	1	-	-	7	7	1	-	-	-	-	-
1995	성동구	60	-	7	6	9	3	6	5	2	3	1	2	-	2	1	3	-	1	-	-	5	3	1	-	-	-	-	-
1995	광진구	56	-	4	3	7	5	6	7	5	4	1	-	1	-	-	-	1	1	-	-	7	1	2	-	-	1	-	-
1995	동대문구	79	-	5	7	8	3	7	11	5	6	2	2	1	-	1	2	1	2	-	-	7	4	2	2	-	1	-	-
1995	중랑구	44	-	4	4	6	4	4	4	2	3	2	1	2	-	1	-	-	1	-	-	2	1	2	-	-	1	-	-
1995	성북구	68	-	5	5	8	7	8	11	4	5	-	1	-	-	-	2	1	2	-	-	5	3	-	-	-	1	-	-
1995	강북구	45	-	3	3	3	3	7	4	2	2	2	-	1	-	-	-	2	1	-	-	5	3	2	1	-	1	-	-
1995	도봉구	36	-	5	3	2	3	3	3	5	3	1	-	-	-	1	-	-	1	-	-	3	1	1	-	-	1	-	-
1995	노원구	75	-	6	5	4	5	5	7	2	7	4	3	1	2	-	1	1	2	-	-	8	6	3	-	-	2	1	-
1995	은평구	56	-	5	2	4	4	6	5	3	5	2	2	2	-	-	1	-	1	-	-	5	4	3	-	-	2	-	-
1995	서대문구	65	-	6	9	5	6	5	5	4	6	2	1	2	-	1	1	1	-	-	-	8	2	-	-	-	-	1	-
1995	마포구	86	-	8	6	7	6	11	8	7	4	4	3	2	-	-	-	1	2	-	1	6	4	3	1	-	2	-	-
1995	양천구	71	-	6	5	9	6	8	6	5	5	1	1	3	1	-	2	1	1	-	-	4	4	1	-	-	2	-	-
1995	강서구	63	-	7	3	4	6	5	6	4	5	4	2	1	1	-	-	3	3	-	-	4	1	3	-	-	1	-	-
1995	구로구	60	-	2	4	6	4	3	6	6	3	5	-	1	-	2	2	-	1	-	-	12	1	-	-	-	1	1	-
1995	금천구	44	-	4	3	2	5	4	2	1	2	2	-	1	-	-	-	1	2	-	-	8	4	1	1	-	1	-	-
1995	영등포구	172	-	11	15	12	10	9	14	10	6	7	5	7	4	2	4	6	6	-	12	11	7	3	3	1	3	3	1
1995	동작구	65	-	4	6	3	5	9	6	4	7	6	-	2	-	2	-	1	2	-	-	3	3	2	-	-	-	-	-
1995	관악구	61	-	3	6	4	3	4	7	4	2	3	2	2	-	1	2	-	2	-	-	7	4	3	1	-	1	-	-
1995	서초구	178	-	15	11	12	12	10	13	15	9	8	11	6	3	1	9	6	3	-	4	9	8	5	2	-	1	3	2
1995	강남구	301	1	21	21	25	20	15	20	19	17	11	14	17	6	5	10	12	11	-	15	14	11	4	1	-	2	6	3
1995	송파구	137	-	7	11	12	13	11	11	9	8	7	2	5	1	-	4	4	2	-	1	9	6	6	1	-	3	3	1
1995	강동구	84	-	6	8	5	3	5	8	6	7	3	3	3	1	-	3	4	4	-	-	3	4	4	-	-	3	1	-
1996	합계	2,584	2	198	218	199	201	194	213	168	149	113	68	81	25	20	65	63	64	-	65	178	110	61	15	1	35	23	55
1996	종로구	191	-	13	17	13	15	15	14	15	9	7	2	5	2	1	4	4	5	-	4	8	6	2	1	-	1	2	26
1996	중구	247	1	21	25	14	22	17	15	15	11	14	6	8	1	1	6	6	3	-	7	15	10	4	-	-	1	2	22
1996	용산구	81	-	8	7	7	5	7	7	8	2	4	2	2	-	-	3	2	1	-	1	7	7	1	-	-	-	-	-
1996	성동구	64	-	8	7	8	3	6	5	2	3	2	3	2	2	1	2	-	1	-	-	5	3	1	-	-	-	-	-
1996	광진구	61	-	4	4	8	6	6	7	5	5	1	-	1	-	-	1	1	1	-	-	7	1	2	-	-	1	-	-
1996	동대문구	86	-	5	8	8	3	7	11	5	6	2	2	3	1	1	2	1	2	-	2	7	5	2	2	-	1	-	-
1996	중랑구	49	-	4	6	6	4	5	4	3	3	2	1	2	-	1	-	-	2	-	-	2	1	2	-	-	1	-	-
1996	성북구	75	-	7	7	8	7	9	12	4	5	1	1	-	-	-	2	1	2	-	-	5	3	-	-	-	1	-	-
1996	강북구	45	-	3	4	3	3	7	4	2	2	2	1	1	-	-	-	1	1	-	-	5	3	2	-	-	1	-	-
1996	도봉구	39	-	5	3	2	4	3	3	5	3	1	-	-	-	1	-	1	1	-	-	3	1	1	1	-	1	-	-
1996	노원구	80	-	6	6	4	6	6	7	2	8	5	3	1	2	-	1	1	2	-	-	8	6	3	-	-	2	1	-
1996	은평구	60	-	7	2	5	4	6	5	3	5	2	2	2	-	-	1	1	1	-	-	5	4	3	-	-	2	-	-
1996	서대문구	71	-	7	11	6	6	5	6	4	6	2	1	2	-	1	2	1	-	-	-	8	2	-	-	-	-	1	-
1996	마포구	96	-	8	9	7	8	11	8	8	5	4	3	2	-	-	-	1	3	-	2	6	4	3	1	-	3	-	-
1996	양천구	79	-	6	6	9	8	8	7	6	6	2	1	3	1	-	2	1	1	-	1	4	4	1	-	-	2	-	-
1996	강서구	71	-	9	3	5	8	5	7	4	5	4	2	1	1	-	1	3	3	-	-	4	2	3	-	-	1	-	-
1996	구로구	61	-	3	4	6	3	3	5	6	3	6	-	1	-	1	3	-	1	-	1	12	1	-	-	-	1	1	-
1996	금천구	50	-	4	3	2	6	4	3	1	2	3	-	3	-	1	-	1	2	-	-	8	4	1	1	-	1	-	-
1996	영등포구	181	-	11	16	12	13	9	14	11	6	7	4	8	4	2	4	6	6	-	13	11	7	4	3	1	5	3	1
1996	동작구	71	-	4	6	5	6	9	6	4	8	6	1	2	-	2	1	1	2	-	-	3	3	2	-	-	-	-	-
1996	관악구	66	-	3	6	4	5	5	8	4	3	3	2	1	-	1	2	1	2	-	-	7	4	3	1	-	1	-	-
1996	서초구	195	-	16	14	13	13	10	14	16	10	9	11	6	3	1	9	9	3	-	7	10	8	5	2	-	1	3	2
1996	강남구	328	1	23	24	26	24	15	21	20	18	14	15	17	6	5	11	12	13	-	20	14	11	5	2	-	2	6	3
1996	송파구	142	-	6	11	12	14	11	12	9	8	7	2	5	1	-	5	4	2	-	3	9	6	7	1	-	3	3	1
1996	강동구	95	-	7	9	6	5	5	8	6	7	3	3	3	1	-	3	4	4	-	4	5	4	4	-	-	3	1	-
1997	합계	2,742	2	214	249	200	217	196	218	171	164	127	73	89	30	21	71	66	67	-	71	182	113	63	14	2	36	26	60
1997	종로구	198	-	14	19	13	15	15	15	15	9	8	3	5	3	1	4	3	5	-	4	9	6	2	1	-	1	2	26
1997	중구	270	1	23	28	16	23	17	15	16	12	14	8	10	3	3	6	5	3	-	7	15	10	4	-	-	1	3	27
1997	용산구	82	-	7	8	7	5	7	7	8	3	4	2	2	-	-	3	2	1	-	1	7	7	1	-	-	-	-	-
1997	성동구	66	-	8	9	8	3	5	5	2	3	1	3	3	2	1	2	1	1	-	-	5	3	1	-	-	-	-	-
1997	광진구	69	-	5	4	8	8	8	7	5	6	2	-	2	-	-	1	1	1	-	-	7	1	2	-	-	1	-	-
1997	동대문구	92	-	7	9	8	3	7	11	5	7	2	2	3	2	1	2	1	2	-	2	8	5	2	2	-	1	-	-
1997	중랑구	52	-	4	6	6	5	5	4	3	4	3	1	2	-	1	-	-	2	-	-	2	1	2	-	-	1	-	-
1997	성북구	79	-	7	9	8	7	9	12	4	5	1	1	1	-	-	3	1	2	-	-	5	3	-	-	-	1	-	-
1997	강북구	46	-	3	3	2	3	7	4	2	3	2	1	1	1	-	1	1	1	-	-	5	3	2	-	-	1	-	-
1997	도봉구	44	-	5	6	2	4	3	4	5	3	2	-	-	-	1	-	1	1	-	-	3	1	1	1	-	1	-	-
1997	노원구	87	-	7	6	5	7	6	7	2	8	7	3	1	2	-	2	1	2	-	-	8	7	3	-	-	2	1	-
1997	은평구	61	-	5	4	5	4	6	5	3	6	2	2	2	-	-	1	1	1	-	-	5	4	3	-	-	2	-	-
1997	서대문구	73	-	7	13	6	7	5	6	4	6	2	1	2	-	-	2	1	-	-	-	8	2	-	-	-	-	1	-
1997	마포구	99	-	9	9	7	9	11	7	7	5	4	3	2	-	-	1	1	4	-	2	6	5	3	1	-	3	-	-
1997	양천구	85	-	6	6	9	8	8	7	6	7	3	1	3	1	-	3	1	2	-	1	4	4	2	-	-	2	1	-
1997	강서구	83	-	11	4	5	10	5	7	6	6	6	2	1	1	-	1	3	3	-	-	4	2	4	-	-	2	-	-
1997	구로구	66	-	5	5	6	3	3	5	6	4	6	-	2	-	1	3	-	1	-	1	12	1	-	-	-	1	1	-
1997	금천구	54	-	5	4	2	8	4	3	1	2	3	-	3	-	1	-	1	2	-	-	8	4	1	1	-	1	-	-
1997	영등포구	186	-	12	20	11	13	9	15	11	6	7	4	8	4	2	4	6	6	-	13	11	7	4	3	1	5	3	1
1997	동작구	76	-	5	7	5	8	9	6	3	8	7	1	2	-	2	1	1	2	-	-	4	3	2	-	-	-	-	-
1997	관악구	70	-	3	8	4	5	5	9	4	3	3	2	1	-	1	2	1	2	-	1	7	4	3	1	-	1	-	-
1997	서초구	212	-	17	17	13	15	10	15	17	11	10	12	7	3	1	9	10	4	-	10	10	8	5	1	-	1	4	2
1997	강남구	342	1	24	25	25	24	15	21	21	20	16	16	18	6	5	11	14	13	-	21	15	12	5	2	1	2	6	3
1997	송파구	151	-	8	11	13	15	12	12	9	9	9	2	5	1	-	6	4	2	-	3	9	6	7	1	-	3	3	1
1997	강동구	99	-	7	9	6	5	5	9	6	8	3	3	3	1	-	3	5	4	-	5	5	4	4	-	-	3	1	-
1998	합계	2,446	2	195	227	183	202	174	227	152	179	137	71	-	-	-	59	68	54	-	36	174	111	57	12	2	38	27	59
1998	종로구	175	-	12	17	11	14	12	14	13	12	8	2	-	-	-	4	3	5	-	3	8	6	2	1	-	1	2	25
1998	중구	240	1	20	26	15	21	15	17	12	14	14	7	-	-	-	6	5	3	-	6	15	10	3	-	-	1	3	26
1998	용산구	73	-	7	8	5	5	7	7	8	3	4	2	-	-	-	1	2	1	-	-	6	7	-	-	-	-	-	-
1998	성동구	57	-	8	6	7	2	5	6	2	5	1	3	-	-	-	1	1	1	-	-	5	3	1	-	-	-	-	-
1998	광진구	67	-	5	4	8	7	8	8	5	6	2	-	-	-	-	1	1	1	-	-	7	1	2	-	-	1	-	-
1998	동대문구	80	-	5	8	8	4	7	12	4	7	3	2	-	-	-	-	1	2	-	-	8	5	2	1	-	1	-	-
1998	중랑구	49	-	4	6	6	5	3	5	3	4	3	1	-	-	-	-	-	2	-	-	2	2	2	-	-	1	-	-
1998	성북구	74	-	7	6	8	7	7	12	5	5	1	1	-	-	-	2	1	2	-	-	5	3	-	-	-	2	-	-
1998	강북구	43	-	3	3	2	3	7	4	2	3	2	1	-	-	-	1	1	-	-	-	5	3	2	-	-	1	-	-
1998	도봉구	40	-	5	4	2	4	3	4	3	3	2	-	-	-	-	-	1	1	-	-	3	2	1	1	-	1	-	-
1998	노원구	78	-	6	6	4	7	5	7	2	8	7	3	-	-	-	2	1	2	-	-	7	6	2	-	-	2	1	-
1998	은평구	54	-	5	2	4	3	6	5	2	6	3	2	-	-	-	-	1	1	-	-	5	4	3	-	-	2	-	-
1998	서대문구	71	-	6	12	6	8	5	6	4	6	3	2	-	-	-	2	1	-	-	-	7	2	-	-	-	-	1	-
1998	마포구	88	-	9	9	5	7	11	7	7	5	4	2	-	-	-	1	1	3	-	-	6	4	3	1	-	3	-	-
1998	양천구	79	-	6	5	9	8	8	7	6	8	3	1	-	-	-	3	1	2	-	-	4	4	1	-	-	2	1	-
1998	강서구	72	-	9	4	4	7	3	7	5	6	7	2	-	-	-	-	3	3	-	-	4	2	4	-	-	2	-	-
1998	구로구	59	-	4	5	6	3	3	6	5	4	6	-	-	-	-	2	-	-	-	-	12	1	-	-	-	1	1	-
1998	금천구	45	-	2	4	3	5	4	4	1	2	3	-	-	-	-	-	1	2	-	-	7	4	1	1	-	1	-	-
1998	영등포구	162	-	12	20	11	14	9	15	9	8	8	4	-	-	-	4	5	4	-	4	11	7	4	3	1	5	3	1
1998	동작구	68	-	5	7	4	8	6	7	3	8	7	1	-	-	-	-	1	2	-	-	4	3	2	-	-	-	-	-
1998	관악구	62	-	4	8	4	5	4	9	3	3	3	2	-	-	-	2	1	1	-	1	6	3	2	-	-	1	-	-
1998	서초구	197	-	16	15	13	16	8	16	16	14	11	11	-	-	-	11	10	4	-	7	9	8	5	1	-	1	3	2
1998	강남구	291	1	23	23	21	22	15	21	19	22	19	16	-	-	-	9	15	8	-	11	15	11	4	2	1	2	7	4
1998	송파구	137	-	6	11	12	12	9	12	9	9	9	3	-	-	-	5	6	2	-	1	8	7	7	1	-	4	3	1
1998	강동구	85	-	6	8	5	5	4	9	4	8	4	3	-	-	-	2	5	2	-	3	5	3	4	-	-	3	2	-
1999	합계	2,415	2	191	-	182	-	174	248	138	191	185	81	-	-	-	141	-	53	354	19	171	108	49	9	2	42	-	75
1999	종로구	167	-	12	-	10	-	12	16	11	14	11	3	-	-	-	6	-	5	23	2	8	6	2	1	-	1	-	24
1999	중구	258	1	19	-	16	-	15	20	13	17	22	6	-	-	-	14	-	3	36	4	14	10	3	-	-	3	-	42
1999	용산구	75	-	7	-	6	-	7	7	6	3	7	3	-	-	-	5	-	1	10	-	6	7	-	-	-	-	-	-
1999	성동구	61	-	8	-	7	-	5	6	2	5	2	5	-	-	-	3	-	1	8	-	5	3	1	-	-	-	-	-
1999	광진구	69	-	5	-	8	-	8	8	5	6	2	1	-	-	-	2	-	1	11	-	7	1	2	-	-	2	-	-
1999	동대문구	80	-	5	-	8	-	7	12	4	7	4	2	-	-	-	3	-	2	11	-	7	4	2	1	-	1	-	-
1999	중랑구	45	-	4	-	6	-	3	5	2	4	3	1	-	-	-	-	-	2	8	-	2	2	2	-	-	1	-	-
1999	성북구	69	-	6	-	7	-	7	12	4	5	1	1	-	-	-	4	-	1	11	-	5	3	-	-	-	2	-	-
1999	강북구	44	-	3	-	2	-	7	4	2	3	3	1	-	-	-	2	-	1	5	-	5	3	2	-	-	1	-	-
1999	도봉구	37	-	5	-	2	-	3	4	3	3	2	-	-	-	-	1	-	1	6	-	3	2	1	-	-	1	-	-
1999	노원구	74	-	5	-	4	-	5	7	1	8	8	3	-	-	-	3	-	2	12	-	7	6	1	-	-	2	-	-
1999	은평구	56	-	5	-	4	-	6	5	2	6	4	2	-	-	-	2	-	1	5	-	5	4	3	-	-	2	-	-
1999	서대문구	64	-	5	-	6	-	5	7	3	6	3	2	-	-	-	3	-	-	15	-	7	2	-	-	-	-	-	-
1999	마포구	91	-	9	-	6	-	11	8	7	7	6	2	-	-	-	4	-	3	11	-	6	4	3	1	-	3	-	-
1999	양천구	79	-	8	-	8	-	8	8	5	8	3	2	-	-	-	4	-	2	12	-	4	4	1	-	-	2	-	-
1999	강서구	69	-	9	-	4	-	3	7	4	6	8	2	-	-	-	4	-	3	9	-	4	1	3	-	-	2	-	-
1999	구로구	60	-	3	-	6	-	3	7	5	4	7	-	-	-	-	3	-	-	8	-	12	1	-	-	-	1	-	-
1999	금천구	45	-	3	-	2	-	4	4	1	2	4	-	-	-	-	1	-	1	9	-	7	4	1	1	-	1	-	-
1999	영등포구	155	-	11	-	11	-	9	17	7	10	14	5	-	-	-	9	-	4	25	4	11	7	4	1	1	4	-	1
1999	동작구	69	-	5	-	4	-	6	7	2	8	8	1	-	-	-	3	-	2	14	-	4	3	2	-	-	-	-	-
1999	관악구	62	-	4	-	4	-	4	9	3	4	3	2	-	-	-	3	-	1	13	-	6	3	2	-	-	1	-	-
1999	서초구	181	-	15	-	13	-	8	16	14	14	14	11	-	-	-	22	-	4	25	2	9	6	3	1	-	2	-	2
1999	강남구	294	1	23	-	21	-	15	29	20	23	31	19	-	-	-	21	-	8	35	7	15	12	3	2	1	3	-	5
1999	송파구	135	-	6	-	12	-	9	14	8	10	10	4	-	-	-	13	-	2	21	-	8	7	5	1	-	4	-	1
1999	강동구	76	-	6	-	5	-	4	9	4	8	5	3	-	-	-	6	-	2	11	-	4	3	3	-	-	3	-	-
2000	합계	2,371	2	185	-	184	-	174	249	136	199	185	84	-	-	-	144	-	49	322	17	172	132	49	9	2	-	-	77
2000	종로구	163	-	11	-	11	-	12	16	11	14	11	3	-	-	-	6	-	4	22	1	8	7	2	1	-	-	-	23
2000	중구	257	1	17	-	15	-	14	23	13	19	23	6	-	-	-	14	-	3	35	4	14	11	3	-	-	-	-	42
2000	용산구	79	-	7	-	6	-	7	7	6	6	7	3	-	-	-	5	-	1	10	-	6	7	-	-	-	-	-	1
2000	성동구	60	-	7	-	8	-	5	6	2	5	2	5	-	-	-	2	-	2	7	-	5	3	1	-	-	-	-	-
2000	광진구	69	-	6	-	8	-	8	8	5	6	2	1	-	-	-	3	-	-	10	-	7	3	2	-	-	-	-	-
2000	동대문구	78	-	5	-	8	-	7	11	4	7	4	2	-	-	-	3	-	2	11	-	7	5	2	-	-	-	-	-
2000	중랑구	43	-	4	-	6	-	3	5	2	4	3	1	-	-	-	1	-	1	7	-	2	2	2	-	-	-	-	-
2000	성북구	67	-	6	-	7	-	7	12	4	5	1	1	-	-	-	4	-	1	10	-	5	4	-	-	-	-	-	-
2000	강북구	44	-	3	-	2	-	7	4	2	3	3	1	-	-	-	2	-	1	5	-	5	4	2	-	-	-	-	-
2000	도봉구	35	-	5	-	2	-	3	4	3	3	2	-	-	-	-	1	-	1	4	-	3	3	1	-	-	-	-	-
2000	노원구	71	-	5	-	4	-	5	7	1	9	6	3	-	-	-	3	-	2	9	-	7	8	1	1	-	-	-	-
2000	은평구	55	-	5	-	4	-	6	5	2	6	4	2	-	-	-	2	-	1	5	-	5	5	3	-	-	-	-	-
2000	서대문구	62	-	5	-	6	-	5	7	3	5	3	2	-	-	-	3	-	-	13	-	7	2	1	-	-	-	-	-
2000	마포구	88	-	9	-	6	-	11	8	6	7	6	2	-	-	-	4	-	3	10	-	6	6	3	1	-	-	-	-
2000	양천구	74	-	7	-	8	-	7	8	5	8	3	3	-	-	-	4	-	2	8	-	4	6	1	-	-	-	-	-
2000	강서구	68	-	8	-	4	-	4	7	4	6	8	2	-	-	-	4	-	3	8	-	4	3	3	-	-	-	-	-
2000	구로구	62	-	3	-	6	-	3	8	5	4	8	-	-	-	-	3	-	-	7	-	13	2	-	-	-	-	-	-
2000	금천구	42	-	3	-	2	-	4	4	1	2	4	-	-	-	-	1	-	1	7	-	7	4	1	1	-	-	-	-
2000	영등포구	146	-	10	-	11	-	9	16	7	10	14	5	-	-	-	9	-	2	22	4	12	8	4	1	1	-	-	1
2000	동작구	67	-	5	-	4	-	6	7	2	8	8	1	-	-	-	3	-	1	13	-	4	3	2	-	-	-	-	-
2000	관악구	62	-	4	-	5	-	4	9	3	5	3	2	-	-	-	3	-	1	12	-	6	3	2	-	-	-	-	-
2000	서초구	184	-	15	-	13	-	9	16	14	15	14	11	-	-	-	23	-	5	24	2	9	6	3	1	-	-	-	4
2000	강남구	292	1	23	-	21	-	15	28	19	23	31	21	-	-	-	22	-	8	35	6	15	14	2	2	1	-	-	5
2000	송파구	131	-	6	-	12	-	9	14	8	11	10	4	-	-	-	13	-	2	19	-	7	9	5	1	-	-	-	1
